file	node	id	name	status	wikidata_qid	candidate_count	candidates
migration-routes.tsv	migration-route	silk-road	Silk Road	ambiguous		9	Q36288 Q58027 Q1288317 Q16606217 Q54003971 Q65007524 Q65045900 Q114913089
migration-routes.tsv	migration-route	slavic-expansion	Slavic Expansion	none		0	
migration-routes.tsv	migration-route	spice-trade	Spice Trade Maritime Routes	none		0	
migration-routes.tsv	migration-route	tai-migration	Tai Peoples Migration	none		0	
migration-routes.tsv	migration-route	tibetan-plateau	Tibetan Plateau Settlement	none		0	
migration-routes.tsv	migration-route	trail-of-tears	Trail of Tears	ambiguous		7	Q750448 Q1149494 Q3282684 Q14701785 Q17047689 Q79278836 Q79306880
migration-routes.tsv	migration-route	trans-saharan-trade	Trans-Saharan Trade Routes	none		0	
migration-routes.tsv	migration-route	transatlantic-european	Transatlantic European Migration	none		0	
migration-routes.tsv	migration-route	turkic-migrations	Turkic Migrations	none		0	
migration-routes.tsv	migration-route	uralic-migration	Uralic Migration	none		0	
migration-routes.tsv	migration-route	viking-east	Viking Eastern Route	none		0	
migration-routes.tsv	migration-route	viking-expansion	Viking Expansion	none		0	
myth-motifs.tsv	myth-motif	afterlife-judgment	Judgment of the Dead	none		0	
myth-motifs.tsv	myth-motif	animal-ancestor	Animal Ancestor / Totem	none		0	
myth-motifs.tsv	myth-motif	cosmic-battle	The Cosmic Battle	none		0	
myth-motifs.tsv	myth-motif	cosmic-egg	The Cosmic Egg	none		0	
myth-motifs.tsv	myth-motif	creation-from-body	Creation from Dismembered Body	none		0	
myth-motifs.tsv	myth-motif	culture-hero	The Culture Hero	none		0	
myth-motifs.tsv	myth-motif	divine-kingship	Sacred/Divine Kingship	none		0	
myth-motifs.tsv	myth-motif	divine-punishment	Divine Punishment / Hubris	none		0	
myth-motifs.tsv	myth-motif	divine-twins	The Divine Twins	none		0	
myth-motifs.tsv	myth-motif	dragon-serpent-slayer	The Dragon/Serpent Slayer	none		0	
myth-motifs.tsv	myth-motif	dying-rising-god	The Dying and Rising God	none		0	
myth-motifs.tsv	myth-motif	earth-diver	Earth Diver Creation	none		0	
myth-motifs.tsv	myth-motif	fertility-sacrifice	Sacrifice for Fertility	none		0	
myth-motifs.tsv	myth-motif	flood-myth	The Great Flood	ambiguous		8	Q64538494 Q114510762 Q117779576 Q118397664 Q123512526 Q124436027 Q125491086 Q134374096
myth-motifs.tsv	myth-motif	forbidden-knowledge	Forbidden Knowledge / Taboo	none		0	
myth-motifs.tsv	myth-motif	hero-quest	The Hero's Journey	ambiguous		3	Q7739480 Q7739482 Q130732089
myth-motifs.tsv	myth-motif	mother-earth	Mother Earth / Earth Goddess	none		0	
myth-motifs.tsv	myth-motif	primordial-chaos	Primordial Chaos / Void	none		0	
myth-motifs.tsv	myth-motif	sacred-marriage	Sacred Marriage / Hieros Gamos	none		0	
myth-motifs.tsv	myth-motif	shapeshifting	Shapeshifting / Transformation	none		0	
myth-motifs.tsv	myth-motif	sky-earth-separation	Separation of Sky and Earth	none		0	
myth-motifs.tsv	myth-motif	smith-god	The Divine Smith	none		0	
myth-motifs.tsv	myth-motif	soul-journey	Journey of the Soul After Death	none		0	
myth-motifs.tsv	myth-motif	sun-moon-origin	Origin of Sun and Moon	none		0	
myth-motifs.tsv	myth-motif	theft-of-fire	Theft of Fire	accepted	Q139979334	1	Q139979334
myth-motifs.tsv	myth-motif	trickster	The Trickster	ambiguous		4	Q20197949 Q119745037 Q134878636 Q139980495
myth-motifs.tsv	myth-motif	underworld-journey	Descent to the Underworld	accepted	Q17112616	1	Q17112616
myth-motifs.tsv	myth-motif	wisdom-quest	The Quest for Wisdom	none		0	
myth-motifs.tsv	myth-motif	world-ages	Successive World Ages	none		0	
myth-motifs.tsv	myth-motif	world-destruction	End of the World / Apocalypse	none		0	
myth-motifs.tsv	myth-motif	world-serpent	The World Serpent / Cosmic Serpent	none		0	
myth-motifs.tsv	myth-motif	world-tree	The World Tree	ambiguous		2	Q132326943 Q137369059
trade-routes.tsv	trade-good	tr-001	Silk Road	ambiguous		9	Q36288 Q58027 Q1288317 Q16606217 Q54003971 Q65007524 Q65045900 Q114913089
trade-routes.tsv	trade-good	tr-002	Maritime Spice Route	none		0	
trade-routes.tsv	trade-good	tr-003	Trans-Saharan Gold-Salt Trade	none		0	
trade-routes.tsv	trade-good	tr-004	Amber Road	ambiguous		3	Q239574 Q111032474 Q123012895
trade-routes.tsv	trade-good	tr-005	Incense Route	accepted	Q754999	1	Q754999
trade-routes.tsv	trade-good	tr-006	Phoenician Mediterranean Network	none		0	
trade-routes.tsv	trade-good	tr-007	Viking Eastern Trade Route	none		0	
trade-routes.tsv	trade-good	tr-008	Portuguese Cape Route	none		0	
trade-routes.tsv	trade-good	tr-009	Arab Indian Ocean Network	none		0	
trade-routes.tsv	trade-good	tr-010	Malay Archipelago Trade	none		0	
trade-routes.tsv	trade-good	tr-011	Atlantic Slave Trade Triangle	none		0	
trade-routes.tsv	trade-good	tr-012	European Atlantic Commerce	none		0	
trade-routes.tsv	trade-good	tr-013	Hanseatic League Network	none		0	
trade-routes.tsv	trade-good	tr-014	Indian Ocean Monsoon Route	none		0	
trade-routes.tsv	trade-good	tr-015	Grand Trunk Road	accepted	Q300701	1	Q300701
trade-routes.tsv	trade-good	tr-016	Tea Horse Road	none		0	
trade-routes.tsv	trade-good	tr-017	Volga Trade Route	none		0	
trade-routes.tsv	trade-good	tr-018	Lapis Lazuli Route	none		0	
trade-routes.tsv	trade-good	tr-019	Tin Route	none		0	
trade-routes.tsv	trade-good	tr-020	King's Highway	ambiguous		4	Q545941 Q819027 Q14211671 Q66995030
trade-routes.tsv	trade-good	tr-021	Dutch VOC Spice Network	none		0	
trade-routes.tsv	trade-good	tr-022	Salt Road (Via Salaria)	none		0	
trade-routes.tsv	trade-good	tr-023	Canton Trade System	none		0	
trade-routes.tsv	trade-good	tr-024	Fur Trade Route (North America)	none		0	
trade-routes.tsv	trade-good	tr-025	Jade Road	none		0	
writing-systems.tsv	writing-system	ws_001	Latin	none		0	
writing-systems.tsv	writing-system	ws_002	Cyrillic	none		0	
writing-systems.tsv	writing-system	ws_003	Greek	none		0	
writing-systems.tsv	writing-system	ws_004	Arabic	none		0	
writing-systems.tsv	writing-system	ws_005	Hebrew	none		0	
writing-systems.tsv	writing-system	ws_006	Devanagari	accepted	Q38592	1	Q38592
writing-systems.tsv	writing-system	ws_007	Chinese (Hanzi)	none		0	
writing-systems.tsv	writing-system	ws_008	Hiragana	none		0	
writing-systems.tsv	writing-system	ws_009	Katakana	none		0	
writing-systems.tsv	writing-system	ws_010	Hangul	accepted	Q8222	1	Q8222
writing-systems.tsv	writing-system	ws_011	Thai	none		0	
writing-systems.tsv	writing-system	ws_012	Ge'ez (Ethiopic)	none		0	
writing-systems.tsv	writing-system	ws_013	Armenian	none		0	
writing-systems.tsv	writing-system	ws_014	Georgian (Mkhedruli)	none		0	
writing-systems.tsv	writing-system	ws_015	Tibetan	none		0	
writing-systems.tsv	writing-system	ws_016	Myanmar (Burmese)	none		0	
writing-systems.tsv	writing-system	ws_017	Tamil	none		0	
writing-systems.tsv	writing-system	ws_018	Telugu	none		0	
writing-systems.tsv	writing-system	ws_019	Khmer	none		0	
writing-systems.tsv	writing-system	ws_020	Traditional Mongolian	none		0	
writing-systems.tsv	writing-system	ws_021	Cherokee	none		0	
writing-systems.tsv	writing-system	ws_022	Runic (Elder Futhark)	none		0	
writing-systems.tsv	writing-system	ws_023	Ogham	accepted	Q184661	1	Q184661
writing-systems.tsv	writing-system	ws_024	Linear A	accepted	Q30972	1	Q30972
writing-systems.tsv	writing-system	ws_025	Linear B	accepted	Q190102	1	Q190102
writing-systems.tsv	writing-system	ws_026	Cuneiform (Sumero-Akkadian)	none		0	
writing-systems.tsv	writing-system	ws_027	Egyptian Hieroglyphs	none		0	
writing-systems.tsv	writing-system	ws_028	Phoenician	none		0	
writing-systems.tsv	writing-system	ws_029	Brahmi	accepted	Q185083	1	Q185083
writing-systems.tsv	writing-system	ws_030	Coptic	none		0	
writing-systems.tsv	writing-system	ws_031	Kannada	none		0	
writing-systems.tsv	writing-system	ws_032	Malayalam	none		0	
writing-systems.tsv	writing-system	ws_033	Bengali	none		0	
writing-systems.tsv	writing-system	ws_034	Lao	accepted	Q1815229	1	Q1815229
writing-systems.tsv	writing-system	ws_035	Syriac	none		0	
writing-systems.tsv	writing-system	ws_036	Gothic	none		0	
writing-systems.tsv	writing-system	ws_037	Avestan	accepted	Q790681	1	Q790681
writing-systems.tsv	writing-system	ws_038	Old Persian Cuneiform	none		0	
writing-systems.tsv	writing-system	ws_039	Javanese	none		0	
writing-systems.tsv	writing-system	ws_040	Balinese	accepted	Q804984	1	Q804984
writing-systems.tsv	writing-system	ws_041	Inuktitut Syllabics	none		0	
writing-systems.tsv	writing-system	ws_042	Brahmi-derived (South Asian)	none		0	
writing-systems.tsv	writing-system	ws_043	Carian	none		0	
writing-systems.tsv	writing-system	ws_044	Phoenician-derived (Western)	none		0	
writing-systems.tsv	writing-system	ws_045	Aramaic	none		0	
writing-systems.tsv	writing-system	ws_046	Etruscan	none		0	
writing-systems.tsv	writing-system	ws_047	Old Italic	accepted	Q4891256	1	Q4891256
writing-systems.tsv	writing-system	ws_048	Nabataean	none		0	
writing-systems.tsv	writing-system	ws_049	Pallava/Khmer-derived	none		0	
writing-systems.tsv	writing-system	ws_050	South Arabian	none		0	
writing-systems.tsv	writing-system	ws_051	Sogdian	accepted	Q578359	1	Q578359
writing-systems.tsv	writing-system	ws_052	Oracle Bone Script	none		0	
writing-systems.tsv	writing-system	ws_053	Proto-Sinaitic	accepted	Q1065250	1	Q1065250
writing-systems.tsv	writing-system	ws_054	Proto-Canaanite	none		0	
writing-systems.tsv	writing-system	ws_055	N'Ko	none		0	
writing-systems.tsv	writing-system	ws_056	Vai	none		0	
writing-systems.tsv	writing-system	ws_057	Tifinagh	accepted	Q208503	1	Q208503
writing-systems.tsv	writing-system	ws_058	Canadian Syllabics (Cree)	none		0	
writing-systems.tsv	writing-system	ws_059	Welsh	none		0	
writing-systems.tsv	writing-system	ws_060	Irish (Gaelic)	none		0	
